id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,addr_state,grade,total_paid
574568,739140,4750,4750,60 months,19.04,123.33,F3,Mortgage,18000,Not Verified,Sep-10,Fully Paid,Debt Consolidation,dedt consolidation,WI,F,7156.609598
377498,401717,10000,10000,30 months,14.11,342.29,D1,Other,54996,Source Verified,Feb-09,Fully Paid,Debt Consolidation,Some extra help.,CO,D,12322.3767
786520,974798,6000,6000,30 months,11.99,199.26,B5,Rent,55560,Source Verified,Jun-11,Fully Paid,Other,A New beginning,NY,B,7173.23953
577593,742728,18500,13850,60 months,13.98,322.13,C3,Rent,136374,Not Verified,Sep-10,Fully Paid,Debt Consolidation,"GEMB, 5TH THIRD, IRS PAYOFFS",MA,C,17820.75757
657244,840614,20000,20000,30 months,15.65,699.69,D4,Rent,54000,Verified,Feb-11,Fully Paid,Debt Consolidation,Pay off,CA,D,25106.34834
608105,780087,12000,8400,30 months,6.91,259.03,A5,Mortgage,80004,Not Verified,Nov-10,Fully Paid,Debt Consolidation,Bahamas trip,PA,A,9324.9454
581093,746938,10000,10000,30 months,16.82,355.64,E2,Rent,60000,Source Verified,Sep-10,Charged Off,Debt Consolidation,debit consolidation,MO,E,7468.06
1058942,1290740,3600,3600,30 months,17.27,128.84,D3,Mortgage,44004,Source Verified,Dec-11,Fully Paid,Other,used car,NJ,D,4637.963736
727973,923543,6500,6500,30 months,9.63,208.61,B1,Mortgage,85000,Verified,Apr-11,Fully Paid,Debt Consolidation,Debt Consolidation,CA,B,6838.423033
600073,770195,2400,2400,60 months,12.61,54.13,C2,Mortgage,21600,Not Verified,Oct-10,Charged Off,Other,lily,VA,C,182.08
641749,821463,11000,11000,30 months,9.62,352.98,B3,Mortgage,130000,Not Verified,Dec-10,Fully Paid,Home Improvement,Roof,CT,B,12707.45278
781514,984368,27000,17425,60 months,20.69,468.38,E4,Mortgage,170000,Source Verified,Jun-11,Charged Off,Debt Consolidation,Loan Consolidation,CT,E,9366.84
538508,695474,11000,11000,60 months,17.93,278.91,E5,Rent,50000,Not Verified,Jul-10,Fully Paid,Credit Card,CK debt free,GA,E,16734.51002
193452,191101,10000,10000,30 months,8.38,315.12,A5,Rent,107000,Not Verified,Jan-08,Fully Paid,Small Business,Adding Inventory,CA,A,11344.30276
216940,216937,11200,11200,30 months,12.04,372.22,C5,Rent,45000,Not Verified,Jan-08,Fully Paid,Debt Consolidation,Bills,IL,C,13399.6738
418421,488300,2700,2700,30 months,12.84,90.77,C2,Rent,29676,Not Verified,Jun-09,Fully Paid,Other,Alfonso Silva,TX,C,3267.711229
609323,781573,9600,9600,60 months,9.99,203.93,B4,Mortgage,80000,Verified,Dec-10,Fully Paid,Home Improvement,Debt Cosolidation Loan,OH,B,12235.36621
456095,566116,6000,6000,30 months,11.83,198.81,B3,Rent,57016.44,Not Verified,Nov-09,Fully Paid,Other,Engagement & Wedding Rings,TX,B,6476.439317
692034,882661,6850,6850,60 months,14.91,162.64,D2,Rent,36000,Source Verified,Mar-11,Fully Paid,Credit Card,Credit cards payoff,FL,D,9212.167302
486101,619432,6400,6400,30 months,14.96,221.74,D2,Rent,72000,Not Verified,Feb-10,Fully Paid,Other,Wedding,IL,D,7235.807823
1053217,1284783,22800,22800,60 months,17.27,569.96,D3,Rent,68000,Verified,Dec-11,Charged Off,Credit Card,Credit Card,FL,D,18005.4
538714,695711,12000,12000,60 months,11.49,263.86,B4,Rent,27996,Verified,Jul-10,Fully Paid,Other,personal,MA,B,15830.87999
646901,827671,12000,12000,30 months,13.35,406.36,C4,Own,65000,Source Verified,Jan-11,Fully Paid,Debt Consolidation,Debt Consolidation,LA,C,14630.10719
632873,810724,3000,3000,30 months,13.72,102.13,C5,Mortgage,80000,Not Verified,Dec-10,Fully Paid,Home Improvement,home repair,OH,C,3677.099817
348522,349718,1000,1000,30 months,9.45,32.01,B1,Rent,61000,Not Verified,May-08,Fully Paid,Other,Security Deposit,MA,B,1070.015051
266963,266165,10600,10600,30 months,11.97,351.92,C4,Rent,39048,Not Verified,Mar-08,Charged Off,Debt Consolidation,Personal Debt Consolidation,TX,C,7374.76
767455,968535,8000,8000,30 months,6.99,246.99,A3,Mortgage,140000,Verified,May-11,Fully Paid,Other,Personal Loan,FL,A,8301.460903
626949,803370,6000,6000,30 months,5.42,180.96,A1,Mortgage,56000,Verified,Dec-10,Fully Paid,Other,vroom,NY,A,6515.112524
554993,710646,17475,17475,30 months,7.51,543.67,A4,Rent,58000,Not Verified,Aug-10,Fully Paid,Debt Consolidation,Debt Free,WI,A,18416.80558
867979,1081630,10000,10000,30 months,11.49,329.72,B4,Own,38400,Source Verified,Sep-11,Charged Off,Credit Card,BACK UP PLAN,MD,B,3094.39
686797,876671,5400,5400,60 months,10.74,116.72,B4,Mortgage,90000,Verified,Mar-11,Fully Paid,Home Improvement,Time to Spruce up for SPRING!!,PA,B,7002.419079
892889,1109919,13200,13200,30 months,12.42,441.09,B4,Own,52000,Source Verified,Sep-11,Fully Paid,Other,Home Down Payment,UT,B,15865.37083
265986,141991,1200,1200,30 months,14.82,41.5,E3,Own,6000,Not Verified,Feb-08,Fully Paid,Other,College Fund,PA,E,1493.671393
481266,612057,15000,15000,30 months,10.25,485.78,B2,Own,72000,Not Verified,Feb-10,Fully Paid,Credit Card,Paying Down Debt So I Can Get Engaged/Married Soon,NY,B,16848.1369
432711,514682,20000,20000,30 months,12.18,666,B4,Rent,66996,Verified,Aug-09,Fully Paid,Debt Consolidation,personal loan 08/05/09,VA,B,23975.87697
601259,771562,20000,20000,30 months,13.35,677.26,C4,Mortgage,87600,Verified,Oct-10,Fully Paid,Debt Consolidation,One step at a time,CA,C,24359.83645
1033601,1263173,6000,6000,30 months,15.27,208.79,C4,Rent,49000,Not Verified,Nov-11,Fully Paid,Debt Consolidation,Consolidation,NJ,C,6076.55
634741,813137,4600,4600,60 months,16.69,113.56,E3,Rent,20000,Verified,Dec-10,Fully Paid,Small Business,Dec-10,CA,E,4851.78058
868540,1082272,35000,23375,60 months,12.99,531.74,C1,Mortgage,155000,Verified,Sep-11,Fully Paid,Debt Consolidation,Debt consolidation,GA,C,30487.12997
376044,398817,8000,8000,30 months,12.53,267.73,C1,Rent,47004,Source Verified,Feb-09,Fully Paid,Credit Card,Refinance,NY,C,9638.25426
831199,1040408,20000,20000,60 months,18.39,512.13,E2,Mortgage,85000,Source Verified,Aug-11,Current,Home Improvement,POOL,CA,E,30239.78
351773,354584,7500,7500,30 months,16.65,266.1,F3,Other,50000,Verified,Jul-08,Fully Paid,Home Improvement,home makeover,TX,F,9579.182346
396521,436823,8000,8000,30 months,8,250.69,A3,Mortgage,99996,Not Verified,May-09,Fully Paid,Other,Mazda3 loan,MA,A,8551.23984
858242,1043291,30000,30000,60 months,13.99,697.9,C3,Mortgage,69500,Verified,Sep-11,Fully Paid,Debt Consolidation,Credit cards and med,TX,C,40048.94994
409840,460820,14400,14400,30 months,10.95,471.08,B1,Mortgage,80004,Verified,Jun-09,Fully Paid,Small Business,Pay off business debt,WI,B,15253.52867
721616,916250,6000,6000,30 months,10,193.61,B2,Mortgage,79992,Verified,Apr-11,Fully Paid,Other,Taxes,CA,B,6926.122615
574344,738832,9250,9250,60 months,13.98,215.14,C3,Mortgage,36400,Not Verified,Sep-10,Charged Off,Debt Consolidation,PAYOFF,AZ,C,6238.46
493802,631897,2000,2000,30 months,14.96,69.3,D2,Rent,25200,Source Verified,Mar-10,Fully Paid,Other,same,MI,D,2471.183604
592137,760516,25000,25000,60 months,19.41,654.17,F4,Mortgage,83000,Not Verified,Oct-10,Fully Paid,Debt Consolidation,Final debt consolidation,OH,F,28148.84602
491663,628402,5500,5500,30 months,11.36,181.02,B5,Mortgage,48000,Not Verified,Mar-10,Fully Paid,Credit Card,Road to Success,CA,B,5735.4
783506,986624,22000,22000,60 months,10.99,478.23,B3,Rent,70000,Verified,Jul-11,Fully Paid,Debt Consolidation,Personal Loan,NY,B,24818.99084
361876,370754,5000,5000,30 months,13.04,168.57,C5,Mortgage,29496,Verified,Nov-08,Charged Off,Debt Consolidation,Nov-08,PA,C,1885.26
607944,779847,11000,6925,30 months,5.42,208.86,A1,Mortgage,55000,Verified,Nov-10,Fully Paid,Home Improvement,Home Improvement,MA,A,7246.60735
175147,175123,2400,2400,30 months,13.75,81.74,E2,Rent,47000,Not Verified,Dec-07,Fully Paid,Other,December Loan,NJ,E,2942.427533
756045,955950,3600,3600,60 months,10.99,78.26,B3,Mortgage,35000,Source Verified,May-11,Charged Off,Debt Consolidation,Cheaper living,GA,B,1169.4
536278,692851,18000,18000,60 months,11.86,399.13,B5,Rent,60580,Verified,Jul-10,Charged Off,Other,Consolidated,FL,B,3142.29
484212,616430,10000,10000,30 months,10.25,323.85,B2,Mortgage,70000,Not Verified,Feb-10,Charged Off,Other,Roxanne,NY,B,1291.08
543304,700967,15000,12175,60 months,16.82,301.41,E2,Mortgage,108000,Source Verified,Jul-10,Fully Paid,Other,Consolidation Loan,NY,E,18145.01196
985200,1208685,5400,5400,30 months,8.9,171.47,A5,Mortgage,38000,Verified,Nov-11,Fully Paid,Other,Other Loan,TX,A,6173.26902
1035386,1265006,29100,29100,60 months,18.64,749.12,E1,Rent,58000,Verified,Dec-11,Fully Paid,Debt Consolidation,Pay off debts,CA,E,42627.42998
552400,711805,6500,6500,30 months,15.95,228.37,D4,Rent,41325,Verified,Jul-10,Fully Paid,Debt Consolidation,I hate Credit Cards!,CA,D,7786.252441
552448,711857,4400,4400,30 months,6.76,135.38,A2,Mortgage,70000,Not Verified,Jul-10,Fully Paid,Other,Auto Loan for Used Car 1,MO,A,4858.30657
685536,875193,9925,9925,30 months,7.29,307.78,A4,Mortgage,115600,Verified,Mar-11,Fully Paid,Other,used lexus loan,IL,A,11075.04514
90395,90390,5000,5000,30 months,8.07,156.84,A4,Mortgage,1e+05,Not Verified,Jul-07,Fully Paid,Debt Consolidation,MBA Loan Consolidation,MA,A,5272.161128
800132,1005391,14000,14000,30 months,12.99,471.65,C1,Mortgage,36000,Verified,Jul-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,MO,C,16159.31418
970218,1191463,9000,9000,30 months,17.58,323.48,D4,Rent,30000,Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NC,D,9260.906735
447457,548140,22750,22750,30 months,14.96,788.18,D2,Mortgage,60000,Verified,Oct-09,Charged Off,Small Business,Redmond Door & Millwork,OR,D,27627.61
678700,867062,5000,5000,30 months,6.92,154.21,A3,Mortgage,55000,Not Verified,Feb-11,Fully Paid,Debt Consolidation,wyndstress,CT,A,5551.267416
629082,806020,23000,23000,30 months,6.91,709.23,A5,Mortgage,160000,Source Verified,Dec-10,Fully Paid,Debt Consolidation,Pool,AZ,A,25532.29413
1035402,1265024,21600,21600,60 months,17.58,543.58,D4,Mortgage,82000,Verified,Dec-11,Charged Off,Debt Consolidation,Debt Consolidation,CA,D,18122.71
725835,921143,4500,4500,60 months,16.77,111.29,E2,Mortgage,64800,Not Verified,Apr-11,Charged Off,Other,Foreign Exchange Student Child,MO,E,311.3
226735,226604,3000,3000,30 months,13.3,101.52,D4,Rent,35244,Not Verified,Feb-08,Charged Off,Credit Card,consolidate credit card debts,ID,D,810.16
433091,493791,15950,15950,30 months,14.61,549.88,D1,Own,48780,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Loan consolidation,KY,D,19564.02129
185082,185028,7300,7300,30 months,10.59,237.58,C2,Mortgage,65000,Not Verified,Dec-07,Charged Off,Debt Consolidation,consolidation into a lower rate,MA,C,6650.25
835269,1045185,9300,9300,60 months,9.99,197.56,B1,Mortgage,85000,Not Verified,Aug-11,Fully Paid,Other,Personal Loan,WA,B,9604.133233
390172,424925,5600,5600,30 months,12.53,187.42,C1,Mortgage,35000,Not Verified,Apr-09,Charged Off,Other,personal loan,WI,C,1124.22
549694,708586,10000,10000,30 months,7.51,311.11,A4,Mortgage,59004,Not Verified,Aug-10,Fully Paid,Other,REFURB,CO,A,11146.96351
1067818,1247741,5600,5600,30 months,14.65,193.17,C3,Mortgage,85000,Not Verified,Dec-11,Charged Off,Debt Consolidation,Debt Consolidation,AZ,C,1350.86
621261,796219,8000,8000,60 months,15.57,192.73,D5,Rent,26400,Source Verified,Dec-10,Fully Paid,Other,wedding loan,HI,D,11563.0269
447285,547759,15000,15000,30 months,14.61,517.13,D1,Rent,55000,Not Verified,Oct-09,Fully Paid,Debt Consolidation,Erasing Credit Card Debt,CA,D,18616.55579
68163,258249,3000,3000,30 months,7.14,92.82,A3,Mortgage,1e+05,Not Verified,Feb-10,Fully Paid,Small Business,Raising Capital,GA,A,3341.641503
805740,1011816,35000,35000,30 months,11.99,1162.34,B5,Mortgage,95000,Verified,Jul-11,Fully Paid,Debt Consolidation,Cards Crushed!!,GA,B,41112.19853
728055,923649,8000,8000,30 months,10.74,260.93,B4,Rent,45000,Source Verified,Apr-11,Fully Paid,Debt Consolidation,A Blessing from the Almighty,MD,B,9393.303534
460048,573849,5000,5000,30 months,11.48,164.85,B2,Own,30000,Not Verified,Dec-09,Fully Paid,Other,pay on time,NY,B,5706.897913
1047639,1278737,6350,6350,60 months,11.71,140.33,B3,Rent,49200,Source Verified,Dec-11,Current,Other,Used Auto Loan,CA,B,7704.89
634309,812601,5500,5500,30 months,10.36,178.41,B5,Rent,12000,Not Verified,Dec-10,Charged Off,Other,Medical Expense,IL,B,2355.41
121535,121373,2800,2800,30 months,8.7,88.65,B1,None,120000,Not Verified,Aug-07,Fully Paid,Other,Baby is coming,MA,B,3191.218575
570784,734215,7000,7000,30 months,7.88,218.97,A5,Rent,31200,Source Verified,Sep-10,Fully Paid,Debt Consolidation,Patrick's Loan,TX,A,7881.47917
1021444,1250201,35000,35000,60 months,22.06,967.86,F4,Rent,145000,Verified,Nov-11,Current,Debt Consolidation,Debt Consolidation Loan,MA,F,53221.5
474431,600107,8000,8000,30 months,8.94,254.18,A5,Rent,37000,Not Verified,Jan-10,Fully Paid,Other,Job Rellocation & Transportation Loan,CA,A,9150.686817
825319,1034095,12000,12000,60 months,11.99,266.88,B5,Rent,36000,Source Verified,Jul-11,Current,Debt Consolidation,Consolidation,OH,B,15730.92
812407,1019563,11200,11200,60 months,21.74,307.68,F5,Rent,67000,Source Verified,Jul-11,Charged Off,Debt Consolidation,Debt Consolidation,NY,F,815.31
460277,574361,24000,24000,30 months,16.35,847.9,E1,Mortgage,150000,Not Verified,Jan-10,Charged Off,Small Business,Business Booster Loan,NJ,E,18187.22
465586,584301,9600,9600,30 months,13.22,324.49,C2,Mortgage,1e+05,Not Verified,Dec-09,Fully Paid,Other,Working Capital,RI,C,11698.03124
581359,747255,7300,7300,30 months,7.88,228.36,A5,Rent,37086,Verified,Sep-10,Fully Paid,Credit Card,CC Refinance,FL,A,8221.289927
509946,658387,11000,11000,30 months,7.88,344.09,A5,Rent,48996,Not Verified,May-10,Fully Paid,Debt Consolidation,pay off 4300 on card and 4500 to pay off 2008 Hyndai Sonata and get married,FL,A,11073.39
398847,440988,8000,8000,30 months,13.47,271.39,C4,Mortgage,77004,Not Verified,May-09,Fully Paid,Debt Consolidation,Consolidating debt,PA,C,9707.527999
173638,173635,1000,1000,30 months,11.86,33.15,D1,Rent,42000,Not Verified,Dec-07,Charged Off,Other,Funding for Mattress,NY,D,748.57
604728,775790,10500,10500,30 months,10.36,340.59,B5,Rent,44640,Not Verified,Oct-10,Fully Paid,Debt Consolidation,chris' debt consolidate,CA,B,12133.25438
479331,609017,6000,6000,30 months,10.25,194.31,B2,Mortgage,99000,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Personal Investment,TX,B,7015.498497
801124,989675,10800,10800,60 months,22.48,301.24,G2,Own,87000,Verified,Jul-11,Charged Off,Debt Consolidation,Debt Consolidation Loan,FL,G,7092.4
356919,362514,5000,5000,30 months,8,156.69,A3,Rent,57996,Not Verified,Oct-08,Fully Paid,Debt Consolidation,Personal Loan,CA,A,5640.518192
739397,936974,3000,3000,30 months,10.59,97.64,B2,Rent,21000,Not Verified,May-11,Fully Paid,Other,Major Purchase Loan,WY,B,3514.816271
861845,1074813,15000,15000,60 months,11.49,329.82,B4,Mortgage,120000,Source Verified,Sep-11,Current,Debt Consolidation,Debt Consolidation Loan,FL,B,19095.32
559528,720261,3000,3000,30 months,7.88,93.85,A5,Mortgage,67500,Source Verified,Aug-10,Fully Paid,Other,Motorcycle,TX,A,3366.834222
388471,421940,15000,15000,30 months,16.32,529.71,E3,Rent,65000,Not Verified,Apr-09,Fully Paid,Other,Legal Fees,CA,E,18620.54536
592043,760404,5000,5000,30 months,7.51,155.56,A4,Mortgage,68000,Not Verified,Oct-10,Fully Paid,Home Improvement,home improvment,GA,A,5600.052758
719263,913586,8500,8500,30 months,10.37,275.76,B3,Rent,68000,Not Verified,Apr-11,Fully Paid,Other,Subaru WRX,CA,B,9926.940707
388946,422722,19000,19000,30 months,12.21,632.99,B5,Mortgage,105000,Not Verified,Apr-09,Fully Paid,Small Business,Teachers Travel Business,CO,B,22507.96648
867974,1081623,14000,14000,30 months,11.49,461.6,B4,Rent,76500,Not Verified,Sep-11,Fully Paid,Debt Consolidation,CC Loan,VA,B,14638.60651
1044354,1274926,10000,10000,30 months,6.03,304.36,A1,Mortgage,60000,Not Verified,Dec-11,Fully Paid,Other,67 camaro,CA,A,10518.14978
664288,849391,6000,6000,30 months,10.37,194.65,B3,Rent,48000,Source Verified,Feb-11,Fully Paid,Other,home buying,NV,B,6982.789204
880819,1095817,35000,27000,60 months,11.71,596.66,B3,Mortgage,130000,Verified,Sep-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NJ,B,34514.59998
85961,85923,1200,1200,30 months,9.01,38.17,B2,Rent,36000,Not Verified,Jun-07,Fully Paid,Other,College Debt Consolidation,TX,B,1373.990771
371702,389848,15000,15000,30 months,13.16,506.56,C3,Mortgage,150000,Verified,Jan-09,Fully Paid,Small Business,working capital,AK,C,18235.75886
1059280,1290884,6000,6000,30 months,10.65,195.44,B2,Rent,24000,Source Verified,Dec-11,Fully Paid,Debt Consolidation,Pay off Credit cards loan,WV,B,7035.820001
525117,679443,4800,4800,60 months,11.86,106.44,B5,Rent,62000,Verified,Jun-10,Charged Off,Small Business,Website,CA,B,3859.41
376902,400561,15000,15000,30 months,14.42,515.74,D2,Rent,57500,Verified,Feb-09,Fully Paid,Other,Wedding Loan,MD,D,17686.34123
886100,1101895,15000,15000,30 months,12.42,501.23,B4,Rent,77000,Not Verified,Sep-11,Fully Paid,Debt Consolidation,Pay Off Nuisances,PA,B,17903.37959
689107,879316,1675,1675,60 months,11.11,36.52,B5,Mortgage,39600,Not Verified,Mar-11,Fully Paid,Other,Bike,PA,B,2190.12
977120,1200115,29000,29000,30 months,12.69,972.81,B5,Rent,81300,Verified,Oct-11,Fully Paid,Debt Consolidation,Simplifying Finances,DC,B,34663.09917
374536,395814,15000,15000,30 months,14.11,513.44,D1,Rent,60000,Not Verified,Jan-09,Charged Off,Debt Consolidation,Debt consolidate,CO,D,12315.6
770659,972359,16000,16000,30 months,8.49,505.01,A5,Own,74000,Source Verified,Jun-11,Fully Paid,Credit Card,capital one,NY,A,17662.42729
771076,972813,4800,4800,30 months,7.49,149.29,A4,Own,28000,Not Verified,Jun-11,Fully Paid,Other,blazer,OH,A,5374.351634
479475,609259,15000,15000,30 months,13.85,511.56,C4,Rent,57000,Not Verified,Jan-10,Fully Paid,Other,Dream Wedding Wanted,NJ,C,18398.94512
593733,762468,8000,8000,30 months,14.35,274.79,C4,Mortgage,110000,Source Verified,Oct-10,Fully Paid,Home Improvement,Remodeling the Basement,IL,C,9873.687284
543561,701260,19750,19750,30 months,13.35,668.79,C4,Rent,45000,Source Verified,Oct-10,Fully Paid,Debt Consolidation,Step in the right direction,CA,C,24077.40604
298351,298306,6975,6975,30 months,12.29,232.64,C5,Rent,28000,Not Verified,Apr-08,Fully Paid,Debt Consolidation,Flannelg,FL,C,8203.67965
837113,1047223,12000,12000,30 months,6.99,370.48,A3,Mortgage,42000,Not Verified,Aug-11,Fully Paid,Home Improvement,Home Improvement,IL,A,13087.90067
985338,1209040,12800,12800,30 months,12.42,427.72,B4,Rent,58000,Source Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation,FL,B,15395.1
811100,1018078,2800,2800,30 months,10.59,91.13,B2,Rent,48956,Source Verified,Jul-11,Fully Paid,Other,Moving Loan,TX,B,3040.394831
468575,590256,3900,3900,30 months,12.53,130.52,B5,Rent,20292,Not Verified,Dec-09,Fully Paid,Other,Transportation needs,MO,B,4651.288992
954345,1175096,10000,10000,30 months,10.65,325.74,B2,Mortgage,110000,Source Verified,Oct-11,Fully Paid,Debt Consolidation,consolidation,UT,B,11726.31037
403739,449424,12000,12000,30 months,11.89,397.97,B4,Rent,64404,Verified,Jun-09,Fully Paid,Other,"I want to buy my first home, need cash",CA,B,14326.7998
89258,80039,2000,2000,30 months,7.12,61.87,A1,Mortgage,150000,Not Verified,Jul-07,Fully Paid,Debt Consolidation,Miscellanious,CT,A,2227.023184
508392,655953,3600,3600,30 months,7.51,112,A4,Mortgage,39996,Not Verified,May-10,Fully Paid,Home Improvement,Home Improvement,GA,A,4007.068549
600757,771007,12000,12000,30 months,5.79,363.93,A2,Mortgage,120000,Verified,Oct-10,Fully Paid,Debt Consolidation,Finishing off my debt,IL,A,12810.51585
494518,633122,8250,8250,30 months,11.36,271.52,B5,Rent,33000,Not Verified,Mar-10,Fully Paid,Debt Consolidation,consolidation for future home purchase,WA,B,9775.227905
586508,753475,5600,5600,30 months,13.23,189.31,C1,Rent,39000,Source Verified,Sep-10,Charged Off,Other,Training,MD,C,3968.16
1016513,1244226,7750,7750,30 months,12.69,259.98,B5,Mortgage,29000,Verified,Nov-11,Fully Paid,Credit Card,7750,GA,B,8604.737455
410266,461572,9500,9500,30 months,14.42,326.64,D2,Rent,57000,Not Verified,Jun-09,Charged Off,Credit Card,BetterRateLoan,CA,D,2938.69
870019,1083952,35000,35000,30 months,10.99,1145.69,B3,Rent,82000,Verified,Sep-11,Charged Off,Small Business,Small Business Loan,IL,B,8017.62
653147,835292,25000,25000,60 months,17.14,623.2,E3,Rent,67200,Source Verified,Jan-11,Fully Paid,Other,Medical Expenses and Credit Card Payoff,CA,E,31888.21108
715502,909139,6000,6000,60 months,12.68,135.54,C1,Mortgage,50000,Source Verified,Apr-11,Fully Paid,Credit Card,Refinance Credit Part 2,FL,C,7206.610868
630053,807236,16000,16000,30 months,6.91,493.38,A5,Rent,85000,Source Verified,Dec-10,Fully Paid,Debt Consolidation,Brian's Debt Eliminator,CA,A,17067.44276
1017768,1245958,6000,6000,30 months,7.9,187.75,A4,Own,30000,Source Verified,Nov-11,Fully Paid,Debt Consolidation,Personal,MA,A,6511.450105
660209,844398,13200,13200,30 months,7.29,409.34,A4,Rent,72000,Not Verified,Feb-11,Fully Paid,Credit Card,Ready to be Debt Free,NJ,A,14548.02959
574951,739603,6000,6000,60 months,11.86,133.05,B5,Mortgage,38973,Not Verified,Sep-10,Fully Paid,Debt Consolidation,debt consolidation,AR,B,7982.397489
1056925,1288480,12000,12000,30 months,7.9,375.49,A4,Rent,110000,Not Verified,Dec-11,Fully Paid,Debt Consolidation,Lending Club,NJ,A,13517.35999
472197,596175,10000,10000,30 months,12.53,334.67,B5,Mortgage,65000,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Consolidate & Accelerate,GA,B,12048.12974
1017092,1245053,16000,16000,60 months,12.69,361.52,B5,Rent,70000,Not Verified,Nov-11,Fully Paid,Credit Card,Lending Club 1,MN,B,21479.95
838433,1048520,12000,12000,30 months,7.49,373.22,A4,Rent,65000,Verified,Aug-11,Fully Paid,Debt Consolidation,Pay off high interest credit card,CA,A,13435.90021
669210,855661,10000,10000,30 months,7.29,310.1,A4,Rent,75000,Not Verified,Feb-11,Fully Paid,Other,major loan,NY,A,11163.9474
801857,1007474,4200,4200,30 months,7.49,130.63,A4,Mortgage,38400,Not Verified,Jul-11,Fully Paid,Other,SOS,CO,A,4702.552401
442354,537267,6000,6000,30 months,14.61,206.86,D1,Mortgage,38652,Not Verified,Sep-09,Charged Off,Small Business,Business Loan,MO,D,2892.12
481155,611871,13000,13000,30 months,7.88,406.65,A5,Mortgage,135000,Not Verified,Feb-10,Fully Paid,Credit Card,CC Consolidation,MA,A,14639.32638
587430,754713,12000,9400,30 months,5.79,285.08,A2,Mortgage,80400,Verified,Nov-10,Fully Paid,Debt Consolidation,My Loan,VA,A,10262.79411
835357,1045279,20000,20000,30 months,11.49,659.43,B4,Mortgage,105000,Verified,Aug-11,Fully Paid,Debt Consolidation,debet,NJ,B,22829.74092
556014,716009,13000,13000,30 months,14.35,446.53,C4,Mortgage,65000,Source Verified,Aug-10,Fully Paid,Credit Card,Credit Card Consolidation,CA,C,16075.63674
644243,824415,15000,15000,60 months,16.32,367.33,E2,Mortgage,168000,Not Verified,Jan-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,MA,E,20902.23204
807005,1013444,24000,15725,60 months,21.36,428.61,F4,Mortgage,125000,Source Verified,Jul-11,Charged Off,Debt Consolidation,Debt consolidation,TX,F,8539.26
813846,1021323,10000,10000,30 months,13.99,341.73,C3,Mortgage,146000,Source Verified,Jul-11,Fully Paid,Other,Relocatioin,MA,C,11603.74088
862168,1075102,5000,5000,30 months,7.49,155.51,A4,Rent,75000,Not Verified,Aug-11,Fully Paid,Debt Consolidation,motorcycle,TX,A,5421.812875
449241,551726,4800,4800,30 months,8.59,151.73,A4,Mortgage,27040,Not Verified,Oct-09,Fully Paid,Home Improvement,Leaky Roof,DE,A,5337.430159
978606,1201465,5500,5500,60 months,18.64,141.59,E1,Rent,60000,Not Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NY,E,7622.271759
1061941,1293989,3000,3000,60 months,17.27,75,D3,Rent,35000,Verified,Dec-11,Current,Debt Consolidation,Consolidate Debt,CA,D,4118.5
755169,954961,5000,5000,60 months,17.49,125.59,D5,Own,14400,Not Verified,May-11,Fully Paid,Other,Motorcycle,IL,D,5144.999923
646764,827502,12000,12000,30 months,6.17,365.99,A3,Rent,26400,Source Verified,Jan-11,Fully Paid,Credit Card,Credit Card Loan,NY,A,13176.12285
715999,909753,7200,7200,30 months,7.29,223.28,A4,Rent,30000,Not Verified,Apr-11,Fully Paid,Debt Consolidation,Kirk Debt Consolidation,FL,A,8052.822224
787172,990684,6400,6400,30 months,14.79,221.21,C4,Mortgage,63000,Not Verified,Jun-11,Fully Paid,Debt Consolidation,CC,KY,C,7963.133038
150281,150271,4800,4800,30 months,12.8,161.27,D4,Rent,62500,Not Verified,Nov-07,Fully Paid,Debt Consolidation,Jen,MA,D,5805.666856
610372,782790,14500,14500,60 months,13.72,335.29,C5,Rent,38400,Verified,Dec-10,Fully Paid,Credit Card,Credit Card Debt,IL,C,19074.56563
581641,747547,10000,10000,30 months,13.23,338.05,C1,Rent,57996,Not Verified,Sep-10,Fully Paid,Debt Consolidation,ME,NY,C,12170.80014
249840,249832,6000,6000,30 months,10.71,195.61,B5,Mortgage,32388,Not Verified,Feb-08,Fully Paid,Debt Consolidation,get rid of debt,TX,B,7041.983574
1017624,1245400,21000,21000,60 months,21.67,576.07,F3,Mortgage,120000,Verified,Nov-11,Fully Paid,Debt Consolidation,Debt Consolidation,NC,F,32169.21005
391128,426836,16750,16750,30 months,12.53,560.56,C1,Mortgage,45000,Source Verified,May-09,Fully Paid,Debt Consolidation,Starting Masters Program - Consolidating,OH,C,19245.50782
